PMID,PMCID,Sentence,Genes,DiseaseName,Interaction type,Regulation
24587717,3920723," Optimization of fermentation conditions to yield maximum prodigiosin, and instrumental analysis using FTIR, NMR, ESI-MS, TGA, and DSC.; TGA of prodigiosin (Figure 3(e)) reflects 8.49% weight loss at 122.15°C due to elimination of moisture.;  TGA records a weight loss of 18.68% in the temperature ranges 122.15 to 326.1°C due to the destabilization of bonds present in the prodigiosin and the decomposition continues up to 80°C (41.18%).",TGA,cancerous,,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,PD,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,Parkinson disease,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,death,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,neuroblastoma,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,neurodegeneration,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,neurodegenerative diseases,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,neurotoxic,Inhibition,up
19806188,2751819," The presence of DA exacerbated toxicity because neurodegeneration was attenuated in mutant nematodes depleted for tyrosine hydroxylase (TH), the rate-limiting enzyme in DA production.;  C. Populations of isogenic worm strains expressing GFP exclusively in 5-HT, GABA, ACh, Glut, and DA (+ and –TH) neuronal classes were examined for neurodegeneration.;  The only animals that displayed significant neurodegeneration after six days exposure to S. venezuelae conditioned medium were those in which the DA (+TH) neurons were analyzed (*P<0.01; ANOVA).;  Almost all wild-type DA neurons (+TH) are degenerated after five days of continuous exposure to the conditioned medium.;  A substantial proportion of DA neurons from cat-2 mutant worms (–TH) degenerate as well.;  C. Photomicrographs that capture the same DA neurons (+ and –TH) over the course of several days exposure to the S. venezuelae factor.;  To examine this, we exposed cat-2 (e1112) mutant worms [23] to S. venezuelae conditioned medium. cat-2 worms express reduced levels of TH, the rate-limiting enzyme in the production of DA, and as a result, contain only 40% of wild-type DA levels [24]. After six days of exposure, populations of cat-2 worms (-TH) displayed substantially less degeneration (1%) than wild-type worms with normal levels of DA synthesis (22%) (P<0.001; Fig. 2C).;  Notably, when examining the comparative loss of individual neurons after eight days of exposure to S. venezuelae medium (Fig. 2D), only 3% of DA (-TH) neurons within cat-2 worms exhibited DA neurodegeneration compared with 17% of DA neurons in wild-type worms (P<0.01).;  Notably, in culture, DA neurons degenerate faster when exposed to the S. venezuelae factor; strikingly, 100% of the wild-type DA neuron population (+TH) displayed degenerative changes at day five of continuous exposure while only 60% of the cat-2 DA neurons (-TH) also displayed degenerative changes (Fig. 3B, 3C).;  Support for a “multiple hit” hypothesis for induction of neurodegeneration in PD has recently come from an elegant study indicating that increased cytosolic DA levels influence neurotoxicity through generation of oxidized metabolites that interact with α-synuclein, an effect that is blocked by calcium channel blockers [36]. We previously showed that overexpression of the C. elegans TH homolog, CAT-2, in nematode DA neurons also led to increased neurodegeneration, an effect that was blocked by 3-iodotyrosine treatment (13).;  Given the substantial neuroprotective impact of TH mutants on the toxicity caused by the Streptomyces metabolite in C. elegans, it is interesting to speculate this environmental factor may represent an added multifactoral component in DA neurodegeneration.",TH,toxicity,Inhibition,up
27903896,5210574," In order to advance the exploration of microbial secondary metabolism, we developed the largest publically available database of experimentally verified and predicted BCs, the Integrated Microbial Genomes Atlas of Biosynthetic gene Clusters (IMG-ABC) (https://img.jgi.doe.gov/abc/).; IMG-ABC can be accessed at https://img.jgi.doe.gov/abc/ and can be browsed without a login requirement.",abc,cancer,,
8989880,161348," It was previously shown that camalexin accumulation is caused by infection with plant pathogens, by abiotic elicitors, and in spontaneous lesions in the accelerated cell death mutant acd2.",acd2,infection,,
19806188,2751819,nan,alpha-synuclein,PD,Inhibition,
19806188,2751819,nan,alpha-synuclein,Parkinson disease,Inhibition,
19806188,2751819,nan,alpha-synuclein,death,Inhibition,
19806188,2751819,nan,alpha-synuclein,neuroblastoma,Inhibition,
19806188,2751819,nan,alpha-synuclein,neurodegeneration,Inhibition,
19806188,2751819,nan,alpha-synuclein,neurodegenerative diseases,Inhibition,
19806188,2751819,nan,alpha-synuclein,neurotoxic,Inhibition,
19806188,2751819,nan,alpha-synuclein,toxicity,Inhibition,
22940582,3472112," The YjeF_N proteins, represented by mouse apolipoprotein A-I binding protein and the N-terminal domain of Tm0922, were found to interact with an adenosine diphosphoribose-related substrate and likely serve as ADP-ribosyltransferases.;  The single domain proteins are mouse apolipoprotein A-I binding protein (AI-BP) and YxkO from Bacillus subtilis, representing the YjeF_N and PF01256 families, respectively.",apolipoprotein A-I binding protein,NAD(P)H-hydrate dehydratation,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,Colon Tumor,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,cancer,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,diabetes,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,infection,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,neurodegenerative diseases,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.;  In addition, 9 out of the 343 cytotoxic strains showed activity against aurora kinase A, a protein related to an indicator of anti-cancer activity.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.",aurora kinase A,tumor,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.; All of the isolates were examined to determine their activities in five high throughput screening models, namely against Human Colon Tumor (HCT) 116 cells, Candida albicans ATCC 10231, Staphylococcus aureus ATCC 51650, protein tyrosine phosphatase (PTP1B) and caspase 3.;  Three hundred and forty three strains showed activity against the tumor cell line (16.8%), 198 against S. aureus (9.7%), 101 against C. albicans (4.9%), and 59 against PTP1B (2.9%); only 3 isolates inhibited caspase 3.;  Isolates from the Wenchang samples showed activity against  all of the screening models, including two out of the three isolates inhibit on caspase 3, possibly reflecting the diverse nature of the plant species growing at these well preserved locations (Figure 1).;  Strains isolated from either the rhizosphere soil or the plant tissues of Acanthus ilicifolius showed activity in all of the assays, apart from caspase 3.;  High numbers of bioactive strains were found in all of the assays, apart from caspase 3, in the case of isolates from the rhizosphere soil of Heritiera littoralis, and from the plant tissues of Bruguiera gymnorrhiza.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.;  Indeed, members of these taxa showed activity against caspase 3 and protein tyrosine phosphatase 1B.; The construction, expression, purification, and enzymatic assays for protein tyrosine phosphatase 1B (PTP1B) and caspase 3 were carried following Shi [71] and Du [72], respectively.",caspase 3,Colon Tumor,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.; All of the isolates were examined to determine their activities in five high throughput screening models, namely against Human Colon Tumor (HCT) 116 cells, Candida albicans ATCC 10231, Staphylococcus aureus ATCC 51650, protein tyrosine phosphatase (PTP1B) and caspase 3.;  Three hundred and forty three strains showed activity against the tumor cell line (16.8%), 198 against S. aureus (9.7%), 101 against C. albicans (4.9%), and 59 against PTP1B (2.9%); only 3 isolates inhibited caspase 3.;  Isolates from the Wenchang samples showed activity against  all of the screening models, including two out of the three isolates inhibit on caspase 3, possibly reflecting the diverse nature of the plant species growing at these well preserved locations (Figure 1).;  Strains isolated from either the rhizosphere soil or the plant tissues of Acanthus ilicifolius showed activity in all of the assays, apart from caspase 3.;  High numbers of bioactive strains were found in all of the assays, apart from caspase 3, in the case of isolates from the rhizosphere soil of Heritiera littoralis, and from the plant tissues of Bruguiera gymnorrhiza.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.;  Indeed, members of these taxa showed activity against caspase 3 and protein tyrosine phosphatase 1B.; The construction, expression, purification, and enzymatic assays for protein tyrosine phosphatase 1B (PTP1B) and caspase 3 were carried following Shi [71] and Du [72], respectively.",caspase 3,cancer,,
19370169,2666887," In addition, nine isolates inhibited aurora kinase A, an anti-cancer related protein, and three inhibited caspase 3, a protein related to neurodegenerative diseases.; All of the isolates were examined to determine their activities in five high throughput screening models, namely against Human Colon Tumor (HCT) 116 cells, Candida albicans ATCC 10231, Staphylococcus aureus ATCC 51650, protein tyrosine phosphatase (PTP1B) and caspase 3.;  Three hundred and forty three strains showed activity against the tumor cell line (16.8%), 198 against S. aureus (9.7%), 101 against C. albicans (4.9%), and 59 against PTP1B (2.9%); only 3 isolates inhibited caspase 3.;  Isolates from the Wenchang samples showed activity against  all of the screening models, including two out of the three isolates inhibit on caspase 3, possibly reflecting the diverse nature of the plant species growing at these well preserved locations (Figure 1).;  Strains isolated from either the rhizosphere soil or the plant tissues of Acanthus ilicifolius showed activity in all of the assays, apart from caspase 3.;  High numbers of bioactive strains were found in all of the assays, apart from caspase 3, in the case of isolates from the rhizosphere soil of Heritiera littoralis, and from the plant tissues of Bruguiera gymnorrhiza.; Many of the strains isolated in the present study showed bioactivity against one or more of the screening systems, thereby underpinning and extending results from previous studies which showed mangroves to be a source of bioactive actinomycetes [14, 43]. Thus, 343 isolates showed activity against the tumor cell line (16.8%), 101 against C. albicans ATCC 10231(4.9%), 198 against S. aureus ATCC 51650 (9.7%), 59 against PTP1B (2.9%); but only 3 and 9 strains were active against caspase 3, and aurora kinase A, respectively.;  Indeed, members of these taxa showed activity against caspase 3 and protein tyrosine phosphatase 1B.; The construction, expression, purification, and enzymatic assays for protein tyrosine phosphatase 1B (PTP1B) and caspase 3 were carried following Shi [71] and Du [72], respectively.",caspase 3,diabetes,,
